id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_listing_count,availability_365
2088360,1855449,Valerie,Brooklyn,Park Slope,40.66173171,-73.98397706,Entire home/apt,170,5,1,11/29/14,0.9,2,349
1782345,9355203,Sally,Queens,Astoria,40.76560183,-73.93727714,Private room,110,2,1,11/6/13,0.1,1,365
801281,1010338,Stefan,Manhattan,Lower East Side,40.71872587,-73.98342177,Entire home/apt,195,3,11,11/3/14,0.7,1,227
471549,1355112,Jean,Brooklyn,Williamsburg,40.71487375,-73.96190993,Entire home/apt,168,2,48,12/21/14,1.8,1,322
1257994,6851857,Trevz,Brooklyn,Williamsburg,40.70343021,-73.962682,Entire home/apt,70,2,43,12/20/14,2.4,3,65
597743,2955491,Natsuko,Brooklyn,Williamsburg,40.70569105,-73.94529541,Private room,69,2,24,11/17/14,1.6,1,335
4469264,10304755,Michael,Brooklyn,Williamsburg,40.71155644,-73.95826203,Private room,75,1,5,12/17/14,4.3,2,335
3420740,17147147,Kelly,Manhattan,Lower East Side,40.7219559,-73.99212759,Entire home/apt,175,3,2,8/7/14,0.3,1,165
12902,49163,Robert,Brooklyn,Williamsburg,40.71392674,-73.93980775,Private room,175,3,20,11/4/14,0.4,2,365
1777491,9326014,Juan Carlos,Queens,Astoria,40.76381418,-73.93491118,Private room,85,1,9,9/15/14,0.6,1,1
1913458,8618659,Stephen,Brooklyn,Carroll Gardens,40.68047772,-73.99985652,Entire home/apt,150,7,5,12/3/14,0.6,1,365
12937,50124,Orestes,Queens,Long Island City,40.74770819,-73.94739548,Private room,100,3,77,11/13/14,1.4,1,326
14940,56663,Felix,Manhattan,Chelsea,40.74965199,-73.99951318,Entire home/apt,445,3,22,7/26/14,0.4,2,364
1449896,776872,Yalda,Manhattan,Lower East Side,40.71487074,-73.98146718,Entire home/apt,190,5,4,10/24/14,0.3,1,357
864981,1650330,Chandle,Brooklyn,Sunset Park,40.64901645,-74.00896882,Private room,55,1,16,12/2/14,0.7,2,307
4340326,1849331,Harriet,Brooklyn,Brooklyn Heights,40.69395998,-73.99719761,Entire home/apt,150,7,0,,,1,55
4341158,22448247,Leatha,Brooklyn,East Flatbush,40.65337332,-73.91229161,Entire home/apt,100,3,0,,,1,365
80493,434987,Jennifer,Manhattan,Alphabet City,40.72181671,-73.98567572,Private room,85,4,92,12/30/14,2,1,329
4595674,3424386,Vee,Brooklyn,Park Slope,40.66108353,-73.98556275,Private room,99,1,0,,,1,363
3945197,8345751,Marjorie & Josh,Queens,Astoria,40.76885857,-73.91917216,Private room,95,1,4,12/16/14,1.4,1,362
4464620,22862404,Tanya,Manhattan,Upper West Side,40.77143752,-73.98191754,Entire home/apt,200,3,4,12/14/14,2.7,1,66
854144,3323566,Neil,Manhattan,Greenwich Village,40.73065314,-73.99624378,Entire home/apt,140,2,0,,,1,0
3553936,17892926,Michelle,Manhattan,Little Italy,40.71836872,-73.99803921,Entire home/apt,175,1,0,,,1,150
799509,3737351,Lawrence And Andrea,Brooklyn,East Flatbush,40.63884888,-73.93458918,Private room,40,4,3,11/2/14,0.1,4,365
3750568,4783044,Karissa & Aaron,Brooklyn,Williamsburg,40.71315473,-73.96047874,Entire home/apt,249,1,7,10/10/14,1.7,1,362
794650,1576926,Michael,Manhattan,Upper East Side,40.78104095,-73.94807432,Entire home/apt,179,2,38,12/6/14,1.5,1,73
860188,4505069,Josh,Brooklyn,Williamsburg,40.71748185,-73.9531666,Entire home/apt,199,2,5,8/19/14,0.3,1,365
1454901,254656,Megan,Brooklyn,Clinton Hill,40.68271581,-73.96211137,Entire home/apt,160,3,12,7/22/14,0.7,1,363
4141878,11134052,Joshua,Manhattan,Lower East Side,40.71875165,-73.9841241,Private room,95,2,3,10/26/14,0.9,1,80
799558,3737351,Lawrence And Andrea,Brooklyn,East Flatbush,40.63700702,-73.93526431,Private room,40,4,11,9/3/14,0.5,4,365
3416118,76573,Gia,Brooklyn,Williamsburg,40.71387227,-73.96076885,Private room,75,3,4,9/23/14,0.7,1,164
4862501,1420603,Coco,Manhattan,Alphabet City,40.72829738,-73.97958951,Private room,100,1,0,,,2,18
1515611,8092548,Habib,Brooklyn,Clinton Hill,40.68638806,-73.96239661,Entire home/apt,199,3,14,11/3/14,0.9,1,365
4279519,10886274,Zach,Brooklyn,Prospect Heights,40.67136932,-73.96478592,Entire home/apt,100,1,4,11/9/14,1.4,1,0
4726893,1031900,Suraj,Manhattan,Alphabet City,40.72991448,-73.98090896,Entire home/apt,599,3,0,,,1,17
275339,1439222,Virginia,Manhattan,Upper East Side,40.77233907,-73.95701647,Private room,110,4,0,,,1,352
4792443,23304495,Nadia,Manhattan,Greenwich Village,40.73481751,-73.99206086,Entire home/apt,290,5,0,,,3,1
343327,1742146,Rebecca,Manhattan,Upper East Side,40.77286968,-73.94702809,Entire home/apt,190,2,5,10/15/14,0.1,1,16
2244016,4066121,Tyler,Manhattan,Upper East Side,40.77013984,-73.95197595,Entire home/apt,175,8,0,,,2,316
2896807,14804795,Sasha,Manhattan,Lower East Side,40.71993298,-73.98663371,Shared room,80,1,2,5/26/14,0.3,9,305
8343,24222,Lori,Manhattan,Alphabet City,40.72480817,-73.98056525,Entire home/apt,375,4,8,8/24/14,0.2,1,328
4469679,19336493,Ryan,Manhattan,Lower East Side,40.71776866,-73.99010548,Entire home/apt,280,4,0,,,1,41
3095348,13125226,Kristen,Brooklyn,Williamsburg,40.7191616,-73.94668731,Entire home/apt,200,2,2,8/21/14,0.3,1,0
1978394,4061661,Samuel,Manhattan,Battery Park City,40.70817839,-74.01550424,Entire home/apt,149,1,2,9/1/14,0.2,1,1
1515678,5574511,Robert,Brooklyn,Williamsburg,40.71093638,-73.95741597,Entire home/apt,100,1,21,12/2/14,1.3,1,306
744948,172517,Paula,Queens,Glendale,40.69578437,-73.89073085,Private room,75,1,4,10/11/14,0.2,2,365
4726944,24411780,Sean,Manhattan,Upper West Side,40.79576289,-73.97567666,Private room,100,1,1,12/15/14,1,1,362
2437965,5006781,Loreta,Queens,Astoria,40.75448093,-73.93441737,Private room,50,2,30,12/17/14,3,5,260
2571224,13165300,Sean,Brooklyn,Williamsburg,40.72001542,-73.95780066,Private room,110,6,0,,,1,365
2176017,11098420,Mike,Manhattan,Upper East Side,40.77192009,-73.95336499,Entire home/apt,90,1,11,12/8/14,1.3,2,365
2896923,14804795,Sasha,Manhattan,Lower East Side,40.72123701,-73.98660272,Private room,105,1,2,5/30/14,0.3,9,363
838974,4255319,Laura,Brooklyn,Prospect Heights,40.67922451,-73.96907489,Entire home/apt,100,7,1,1/5/13,0,1,331
2760968,14120733,Lisa,Brooklyn,Williamsburg,40.715981,-73.9613881,Private room,95,1,41,12/14/14,5.1,1,364
2636643,13501034,Tanya,Manhattan,Upper East Side,40.78060859,-73.94980249,Entire home/apt,100,1,1,5/22/14,0.1,1,258
2178375,1105513,Luciano,Brooklyn,Flatbush,40.64126692,-73.95670766,Private room,165,1,0,,,3,365
3792399,1092591,Marisha,Queens,Astoria,40.76550761,-73.92316129,Private room,100,2,14,12/5/14,3,1,362
2875203,1177497,Jessica,Brooklyn,Clinton Hill,40.68908413,-73.9677291,Private room,269,1,1,12/8/14,1,9,365
4404322,471634,Nichole,Brooklyn,Williamsburg,40.71118486,-73.96351506,Entire home/apt,290,2,0,,,1,365
198028,965976,Jaymes,Queens,Ditmars / Steinway,40.77825002,-73.91327103,Shared room,65,1,16,10/1/13,0.4,1,365
3683427,18728321,Marc,Manhattan,Upper West Side,40.77543928,-73.97783249,Entire home/apt,225,2,4,10/24/14,0.9,1,137
3350859,15201691,Christina,Brooklyn,Park Slope,40.67050739,-73.97383881,Entire home/apt,169,1,1,8/31/14,0.2,1,127
4661582,6187527,Adrienne,Brooklyn,Kensington,40.6437547,-73.97278203,Shared room,65,1,1,12/7/14,1,1,365
3793052,11493390,Erin,Queens,Sunnyside,40.74510756,-73.92275136,Entire home/apt,100,4,0,,,1,363
1850705,143833,Arianne,Brooklyn,Williamsburg,40.71315119,-73.95767304,Entire home/apt,175,1,6,12/1/14,1.2,1,217
1586304,4817622,Mckendree,Brooklyn,Clinton Hill,40.68734394,-73.95929793,Entire home/apt,200,2,3,11/28/14,0.2,1,277
3552405,5323284,Bianca,Brooklyn,Williamsburg,40.71637324,-73.93837227,Private room,100,1,6,11/10/14,1,1,365
1870021,5853457,Stanley,Manhattan,Lower East Side,40.71512499,-73.9880121,Private room,92,1,30,12/19/14,2.2,7,350
4340691,11123803,'Cela,Manhattan,Upper West Side,40.78999835,-73.9743006,Private room,150,2,8,12/12/14,3.3,2,348
81361,439809,B.,Manhattan,Upper West Side,40.79599425,-73.96509599,Entire home/apt,185,2,8,9/1/14,0.2,1,215
4239307,8497851,Valerie,Manhattan,Upper West Side,40.77067067,-73.98794825,Entire home/apt,325,6,0,,,1,276
3227002,2941712,Claudia,Brooklyn,Clinton Hill,40.68716564,-73.96690006,Entire home/apt,200,5,2,8/18/14,0.4,1,186
3028184,15424584,Tiffany,Manhattan,Upper West Side,40.78318213,-73.97329366,Entire home/apt,140,1,18,11/30/14,2.6,1,236
15338,32169,Andrea,Brooklyn,Williamsburg,40.72401053,-73.93787985,Private room,45,2,84,11/9/14,1.4,3,354
736640,768052,Laurel,Manhattan,Upper West Side,40.78336958,-73.97183643,Entire home/apt,169,3,19,11/11/14,0.8,1,187
1089472,5985902,Elad,Manhattan,Upper West Side,40.77324461,-73.98830319,Entire home/apt,170,4,1,9/24/13,0.1,1,260
1455340,7650741,Rie,Brooklyn,Gowanus,40.67011097,-73.98926481,Entire home/apt,105,4,38,12/1/14,2.3,1,337
3075092,15621412,Lori,Brooklyn,Clinton Hill,40.68832954,-73.96591617,Entire home/apt,199,1,14,11/18/14,2.1,7,365
4537836,2253204,Mike,Manhattan,Upper West Side,40.77867721,-73.97503986,Entire home/apt,180,5,0,,,1,58
2171340,7422736,Susana,Manhattan,Murray Hill,40.74668814,-73.97642493,Private room,550,3,0,,,1,335
2241816,5238263,Pal,Brooklyn,Williamsburg,40.7162519,-73.95355387,Private room,75,1,9,10/5/14,1.1,5,365
3801950,335795,Matt,Manhattan,Upper West Side,40.78074837,-73.9758703,Entire home/apt,289,5,1,12/10/14,1,2,365
1915936,2304032,Sam,Manhattan,Chelsea,40.75111683,-73.99877853,Private room,153,1,53,10/23/14,4,1,90
1581579,7748180,Ryan,Queens,Ditmars / Steinway,40.77787193,-73.91472298,Entire home/apt,277,2,27,11/9/14,2.5,1,357
3005801,1457159,Mitchell,Brooklyn,Williamsburg,40.71204966,-73.96349319,Entire home/apt,150,3,4,7/14/14,0.6,1,88
3825989,5367571,Shant,Manhattan,Lower East Side,40.7224946,-73.98766033,Entire home/apt,299,1,0,,,2,365
3333590,279445,Donald,Bronx,Concourse,40.83016068,-73.92229391,Entire home/apt,135,4,0,,,1,245
1728905,9110412,Sarah,Brooklyn,Carroll Gardens,40.6813675,-73.99209739,Private room,215,1,0,,,1,365
2399073,12093831,Ben,Manhattan,Upper West Side,40.79193611,-73.96978373,Entire home/apt,229,7,10,11/1/14,1.2,1,215
3629437,18287338,Iran,Manhattan,Alphabet City,40.72440886,-73.98346784,Private room,100,5,1,8/28/14,0.2,1,142
2071420,10590692,Wade,Manhattan,Chelsea,40.74374323,-74.00044413,Entire home/apt,200,6,18,12/29/14,2.5,1,348
15940,62330,Patrick,Manhattan,Upper East Side,40.76771729,-73.95985638,Entire home/apt,169,1,49,12/17/14,0.8,1,336
4295822,877452,Rebecca,Brooklyn,Park Slope,40.68039068,-73.97614311,Entire home/apt,650,1,1,11/25/14,0.8,3,89
3638852,3563235,Andra,Manhattan,Alphabet City,40.72135194,-73.98000286,Private room,90,7,2,8/16/14,0.4,1,107
4833277,3686710,Alex,Manhattan,Lower East Side,40.71585368,-73.99124845,Private room,120,1,0,,,1,365
3966541,9745093,Jason,Manhattan,Murray Hill,40.7463167,-73.97176479,Private room,159,1,0,,,2,365
4823959,24633966,Phil,Brooklyn,Kensington,40.64468682,-73.97085842,Private room,40,21,0,,,1,30
4240654,22005085,Mary,Brooklyn,Brooklyn Heights,40.69746458,-73.99460973,Entire home/apt,131,1,4,12/18/14,1.3,1,106
695197,287658,Danika,Manhattan,Chelsea,40.74694675,-74.0058157,Entire home/apt,250,1,27,11/28/14,1.6,2,362
1214086,1567587,Yusnier,Queens,Astoria,40.75563682,-73.9172657,Private room,59,2,41,11/18/14,2.3,3,335
3554922,17480722,Dily,Queens,Astoria,40.76348168,-73.92723536,Private room,60,1,1,12/15/14,1,3,365
2262674,11554193,Rishe,Manhattan,Lower East Side,40.7205702,-73.98732878,Entire home/apt,165,3,5,11/7/14,1.6,1,325
695236,1388879,Tj,Manhattan,Upper West Side,40.79293239,-73.97302781,Private room,40,5,25,10/1/14,0.9,6,62
1073635,4243849,Emma,Brooklyn,Carroll Gardens,40.68303552,-73.99819324,Entire home/apt,175,2,49,12/18/14,2.4,1,206
3906517,20233088,Sharon,Manhattan,Upper East Side,40.76788847,-73.96108274,Entire home/apt,305,1,1,10/11/14,0.4,1,363
2464727,8750433,Ryan,Manhattan,Murray Hill,40.74811985,-73.97302055,Shared room,79,1,13,12/4/14,1.6,3,27
1214133,1567587,Yusnier,Queens,Astoria,40.754017,-73.91924033,Entire home/apt,132,3,14,12/15/14,1.1,3,332
4734618,2399258,Lexy,Brooklyn,Gowanus,40.66981943,-73.99133502,Private room,88,2,0,,,1,364
2000611,10304755,Michael,Brooklyn,Williamsburg,40.71002366,-73.95802007,Entire home/apt,180,1,12,7/31/14,0.9,2,340
4755542,10273042,Leslie,Manhattan,Upper West Side,40.79894745,-73.96103815,Private room,90,1,0,,,1,340
442425,2198435,Bruno,Manhattan,Greenwich Village,40.72807253,-74.0014141,Entire home/apt,150,10,5,7/14/14,0.2,1,3
4758499,24553837,Bertrand,Manhattan,Lower East Side,40.72004328,-73.98986619,Private room,145,7,0,,,1,365
346805,562614,Beth,Manhattan,Lower East Side,40.71867558,-73.99017105,Entire home/apt,140,1,53,10/28/14,1.6,1,153
4614030,9583320,Raine & Andrew,Manhattan,Upper West Side,40.77784005,-73.97745055,Entire home/apt,300,4,0,,,1,3
1546748,2921054,Claudio,Brooklyn,Williamsburg,40.71244528,-73.9441586,Private room,69,2,31,12/13/14,1.9,2,361
4163267,20538236,Stephanie,Manhattan,Upper East Side,40.78173025,-73.94726017,Entire home/apt,175,1,5,12/28/14,5,1,360
352794,1694701,Shahriq And Patty,Manhattan,Chelsea,40.74009454,-74.0004144,Entire home/apt,195,4,8,3/31/14,0.2,1,4
1869533,4872235,Kevin,Manhattan,Little Italy,40.71925184,-73.99628597,Entire home/apt,319,4,3,9/26/14,0.2,1,336
2515514,12853809,Noriyuki,Brooklyn,Sunset Park,40.64304157,-74.01604557,Private room,65,1,2,10/6/14,0.6,2,365
4144849,21501965,Yulia,Manhattan,Chelsea,40.74410765,-74.00204186,Entire home/apt,90,1,4,12/9/14,1.5,1,54
4350537,2834182,John,Manhattan,Hudson Square,40.72406412,-74.00751148,Entire home/apt,285,1,0,,,7,365
2703068,9090419,Nicholas,Manhattan,Alphabet City,40.72512681,-73.98278569,Entire home/apt,450,1,21,12/29/14,2.4,3,365
868650,384796,Alice,Brooklyn,Williamsburg,40.71738893,-73.96002221,Entire home/apt,145,1,85,12/14/14,3.7,9,53
1105413,6070160,Nicole,Manhattan,Lower East Side,40.71787518,-73.98803917,Entire home/apt,155,1,82,12/23/14,4.3,7,339
2739577,12082653,Taylor,Queens,Astoria,40.76250459,-73.93918728,Entire home/apt,85,1,1,5/29/14,0.1,1,243
1729121,5590281,Miriam,Brooklyn,Williamsburg,40.71955887,-73.94159345,Entire home/apt,99,10,1,1/2/14,0.1,1,31
4440181,23046908,Melissa,Brooklyn,Clinton Hill,40.69181079,-73.9595233,Private room,120,1,0,,,1,41
3185712,14592414,Greg,Manhattan,Upper East Side,40.7715191,-73.95377894,Entire home/apt,195,5,8,10/28/14,1.2,1,359
4440367,3803980,Nicole,Manhattan,Alphabet City,40.7241778,-73.98211613,Entire home/apt,380,3,0,,,1,36
2801810,14329853,Sarah,Queens,Ditmars / Steinway,40.77645095,-73.91390298,Private room,62,1,28,11/7/14,3.4,1,365
1810457,9485276,Denis,Brooklyn,Bay Ridge,40.63463698,-74.03093714,Entire home/apt,113,3,19,12/26/14,1.6,1,357
4757132,856247,Peter,Brooklyn,Clinton Hill,40.68939442,-73.96646252,Entire home/apt,200,5,0,,,1,1
2721610,13262455,Bridget&Christine,Manhattan,Upper East Side,40.7710689,-73.9532203,Entire home/apt,280,1,4,10/13/14,0.5,1,364
3323189,16777963,Dave,Manhattan,Lower East Side,40.71555863,-73.99234074,Entire home/apt,795,2,1,12/1/14,0.9,2,365
1551078,8261331,Farris,Manhattan,Midtown,40.76268655,-73.98050807,Shared room,89,1,62,12/20/14,3.9,3,356
916766,4922117,Maria,Brooklyn,Brooklyn Heights,40.69612395,-73.99678952,Entire home/apt,190,3,13,8/29/14,0.6,1,361
100186,526805,Mi,Brooklyn,Gowanus,40.66918035,-73.99187276,Entire home/apt,130,6,37,12/3/14,0.8,1,193
4603727,7349483,Yulia,Manhattan,Chelsea,40.74076023,-74.00038821,Entire home/apt,350,1,0,,,1,20
1869670,9745093,Jason,Manhattan,Murray Hill,40.74694469,-73.97363451,Private room,99,2,5,10/26/14,0.7,2,365
1228974,246621,Baptiste And Claire,Manhattan,Upper West Side,40.78755907,-73.96970251,Entire home/apt,300,2,2,12/29/13,0.1,1,337
1467238,7859118,Kristen,Brooklyn,Williamsburg,40.7191456,-73.94061156,Entire home/apt,225,2,17,12/14/14,2.3,1,365
2015413,417687,Álvaro,Queens,Sunnyside,40.74513574,-73.91385877,Entire home/apt,100,7,0,,,1,124
671593,3404466,Ac,Manhattan,Meatpacking District,40.74108741,-74.00727659,Entire home/apt,195,2,22,12/8/14,0.8,1,364
1589104,8477761,Megan,Manhattan,Alphabet City,40.7212644,-73.97570754,Entire home/apt,250,1,4,9/2/14,0.3,1,0
1219731,6653567,Mike,Manhattan,Upper East Side,40.77740798,-73.95281463,Entire home/apt,110,3,1,6/10/13,0.1,1,1
3792423,18878735,Maria,Manhattan,Upper East Side,40.77301415,-73.94894877,Entire home/apt,200,5,0,,,2,365
4768039,6354467,Robert,Manhattan,Alphabet City,40.72321644,-73.98255549,Entire home/apt,276,5,0,,,1,1
2259483,11538802,Joe,Manhattan,Alphabet City,40.72950266,-73.97534994,Entire home/apt,150,2,11,10/19/14,1,1,341
4023047,15231059,Andonis,Queens,Long Island City,40.7456738,-73.95597671,Entire home/apt,200,2,5,11/1/14,1.6,2,354
4112621,1090226,Uliana,Manhattan,Upper East Side,40.78702938,-73.95226036,Entire home/apt,100,4,3,10/11/14,0.9,2,186
3695393,1522706,Kevin,Brooklyn,Williamsburg,40.70400509,-73.93327688,Private room,50,1,21,12/19/14,3.9,4,361
671661,3405009,Judith,Brooklyn,Flatbush,40.64745642,-73.97066029,Private room,80,1,0,,,1,365
746369,1388879,Tj,Manhattan,Upper West Side,40.79269077,-73.97408231,Private room,43,5,21,12/15/14,0.8,6,1
3377114,17037494,Ethan,Brooklyn,Sunset Park,40.64547354,-74.01193252,Entire home/apt,75,5,1,8/25/14,0.2,1,170
236755,904746,Michelle,Manhattan,Upper West Side,40.79056391,-73.9803861,Entire home/apt,150,1,39,9/27/14,1,1,353
3850493,19349568,Joseph,Brooklyn,Flatlands,40.62250006,-73.92577603,Entire home/apt,139,2,10,11/30/14,2.4,1,365
1654736,2877865,Christian,Manhattan,Upper West Side,40.77794327,-73.98798406,Entire home/apt,275,3,12,12/13/14,0.8,1,365
3180535,4182957,David,Manhattan,Murray Hill,40.74455941,-73.97221182,Private room,130,2,3,11/30/14,0.9,2,195
3246086,3019936,Varun & Deepti,Manhattan,Upper East Side,40.7837013,-73.94534282,Shared room,60,1,0,,,1,334
3316985,1521257,Bojan,Manhattan,Greenwich Village,40.73449963,-73.99798262,Entire home/apt,185,3,0,,,1,187
746346,3891228,Kim,Manhattan,Lower East Side,40.71707654,-73.99150418,Entire home/apt,199,2,47,12/18/14,3,1,249
147449,607632,Angel,Manhattan,Chelsea,40.74748257,-74.0027157,Entire home/apt,350,1,23,4/12/13,0.5,4,364
564489,111908,Christa,Manhattan,Upper West Side,40.80074225,-73.9645845,Private room,89,1,12,12/18/14,2.5,1,359
3006019,15318972,Anthony,Manhattan,Upper East Side,40.78071332,-73.94926163,Private room,90,1,6,8/28/14,0.9,1,362
3377193,8096412,Karen,Manhattan,Chelsea,40.74265381,-73.9984746,Entire home/apt,380,5,0,,,2,170
3498895,17617356,Jeana,Brooklyn,Williamsburg,40.71347492,-73.96374923,Private room,85,3,0,,,1,363
3227691,10458001,Vincent,Manhattan,Lower East Side,40.72218896,-73.99328587,Entire home/apt,200,5,2,9/26/14,0.5,1,365
1795566,4500452,Mario,Brooklyn,Williamsburg,40.7163175,-73.9581556,Private room,109,1,5,12/9/14,0.8,2,308
1869878,5853457,Stanley,Manhattan,Lower East Side,40.71506033,-73.98861021,Private room,95,1,32,12/13/14,2.5,7,306
2965557,15131644,Stefan,Manhattan,Upper East Side,40.77823221,-73.9487999,Entire home/apt,200,3,10,11/29/14,1.4,1,209
2066494,3311280,Natalie,Brooklyn,Williamsburg,40.71757579,-73.95789148,Entire home/apt,175,2,2,11/4/14,0.6,1,96
2933070,3473438,Mark,Manhattan,Alphabet City,40.72125896,-73.98612596,Entire home/apt,275,5,3,9/4/14,0.4,1,221
1162059,5221598,Hannahdaisy33,Manhattan,Upper West Side,40.78667444,-73.97733716,Entire home/apt,200,1,0,,,1,338
1917010,9922513,James,Manhattan,Lower East Side,40.71942779,-73.98799382,Entire home/apt,200,3,1,10/26/14,0.4,1,364
811950,4265416,Sophia,Manhattan,Chelsea,40.75113438,-73.99699101,Private room,75,14,0,,,2,365
671846,3406952,Thomas,Brooklyn,Williamsburg,40.71119461,-73.94636959,Entire home/apt,135,2,23,12/27/14,0.8,1,307
4709990,1807886,Léa,Manhattan,Alphabet City,40.72383353,-73.98155898,Private room,120,1,0,,,1,10
3489898,17574048,Dora,Manhattan,Upper East Side,40.76132588,-73.96108724,Entire home/apt,250,5,0,,,1,336
3610854,3339193,Andrea+Oleg,Manhattan,Upper West Side,40.78187876,-73.98100166,Entire home/apt,160,6,3,9/4/14,0.6,1,146
4884608,11631588,Pedro,Manhattan,Chelsea,40.74542325,-73.99594619,Entire home/apt,500,1,0,,,2,365
821385,1455487,David & Erica,Brooklyn,Williamsburg,40.70648981,-73.96881128,Entire home/apt,220,2,6,11/29/14,0.3,1,115
1687935,8918980,Natalie Colwell,Brooklyn,Carroll Gardens,40.68117183,-73.99543328,Entire home/apt,350,3,3,11/30/14,0.2,1,350
3311764,16723266,Amanda,Manhattan,Murray Hill,40.74336174,-73.97171323,Private room,100,1,1,8/18/14,0.2,1,177
484312,2306962,Hana,Brooklyn,Park Slope,40.6585399,-73.98384497,Entire home/apt,220,3,2,7/24/14,0.3,1,167
4243844,9602479,Danny & Zac,Manhattan,Upper West Side,40.78670941,-73.97656941,Entire home/apt,335,2,0,,,3,348
3293357,16638362,Laura,Brooklyn,Williamsburg,40.7058636,-73.937733,Private room,55,1,3,12/29/14,0.5,1,362
2060605,902501,Whitney,Brooklyn,Park Slope,40.6763358,-73.97375199,Entire home/apt,125,2,4,5/28/14,0.5,1,314
4447919,11491468,Matthew,Brooklyn,Williamsburg,40.70534081,-73.93462495,Private room,45,1,6,12/22/14,3.8,2,340
3040242,14642218,Diane,Manhattan,Upper East Side,40.78109292,-73.9470895,Entire home/apt,650,3,1,11/29/14,0.9,1,364
967055,1394049,Laila,Manhattan,Lower East Side,40.71453143,-73.9916001,Private room,99,1,87,12/15/14,4.2,2,345
4491423,23298982,Nadezda,Manhattan,Upper East Side,40.77542467,-73.95042398,Entire home/apt,150,3,0,,,1,34
2277781,3682191,John,Manhattan,Upper East Side,40.76729035,-73.95390952,Entire home/apt,100,1,15,12/21/14,1.9,1,119
869615,4582301,Caroline,Manhattan,Lower East Side,40.71411917,-73.99149669,Private room,100,1,19,9/7/14,1,2,218
4884661,24975530,Paul,Manhattan,Chelsea,40.7408618,-74.00067533,Entire home/apt,110,1,0,,,1,64
4613851,17840104,Richard,Manhattan,Murray Hill,40.74677101,-73.9771409,Private room,125,1,0,,,1,19
3272552,4233003,Roy,Brooklyn,Williamsburg,40.7131367,-73.96718915,Entire home/apt,245,3,5,12/30/14,0.8,1,1
2285181,11673804,Ronald,Manhattan,Upper East Side,40.77582769,-73.94692027,Entire home/apt,950,1,0,,,1,315
4744235,24487227,Gabriel,Brooklyn,Sunset Park,40.65198155,-74.00687443,Shared room,36,1,2,12/23/14,2,1,362
1089067,4313586,Robert,Brooklyn,Carroll Gardens,40.6830741,-73.99479079,Entire home/apt,190,1,5,10/27/14,0.3,2,84
4210936,21788237,Zhivko,Manhattan,Upper East Side,40.76233121,-73.96080279,Entire home/apt,185,4,2,10/19/14,0.7,1,125
3499057,17463329,Jarji,Manhattan,Chelsea,40.74856239,-73.99705372,Private room,169,1,2,10/9/14,0.6,1,365
4112760,928984,Tracy And Andrew,Brooklyn,Windsor Terrace,40.66036249,-73.98235118,Private room,119,1,1,10/15/14,0.4,2,358
2319412,8892089,Owen,Brooklyn,Brooklyn Heights,40.69656426,-73.99431049,Entire home/apt,300,1,4,12/8/14,0.5,1,365
908940,4872489,Kevin,Manhattan,Upper East Side,40.78064214,-73.94848151,Entire home/apt,160,3,13,12/30/14,0.6,1,0
4668298,4906973,Aaron,Brooklyn,Williamsburg,40.71951711,-73.95453063,Entire home/apt,125,1,4,12/28/14,4,1,86
246203,1291410,Tyler,Manhattan,Chelsea,40.74182145,-74.0000766,Entire home/apt,229,2,13,11/2/14,0.3,1,340
4524760,11484288,Katie,Manhattan,Upper West Side,40.78811476,-73.97807994,Entire home/apt,200,2,3,12/27/14,2.3,1,39
2450501,1572315,Deanna,Manhattan,Murray Hill,40.75032935,-73.98020331,Private room,90,1,9,8/27/14,1,2,341
1498775,2440414,Philip,Manhattan,Upper West Side,40.79224999,-73.97147793,Private room,150,1,7,11/3/14,0.5,2,365
3530395,7665324,Edward,Manhattan,Lower East Side,40.72192518,-73.99370603,Entire home/apt,195,1,0,,,2,216
828553,3882661,Ms,Manhattan,Gramercy Park,40.73490141,-73.9854896,Entire home/apt,150,2,1,4/3/14,0.1,2,365
4768205,17619748,Leon,Queens,Long Island City,40.74976335,-73.94325566,Entire home/apt,99,1,2,12/21/14,2,1,232
1917226,9941282,Cengiz,Manhattan,Upper East Side,40.77095532,-73.9527426,Entire home/apt,200,7,0,,,1,362
4447904,23083111,Michael,Manhattan,Upper West Side,40.77782687,-73.98149519,Entire home/apt,125,10,0,,,1,42
2465294,4900675,Chika,Manhattan,Chelsea,40.74035707,-74.00236778,Private room,100,6,0,,,1,284
171562,60923,Omri,Manhattan,Chelsea,40.75005342,-73.99580641,Entire home/apt,205,7,9,6/16/14,0.2,1,147
4243940,9602479,Danny & Zac,Manhattan,Upper West Side,40.78544032,-73.97590592,Shared room,90,1,2,10/12/14,0.7,3,328
564751,2777672,Kalae,Manhattan,Upper West Side,40.80307437,-73.96374441,Shared room,65,2,44,12/20/14,1.6,3,339
2277865,11631588,Pedro,Manhattan,Chelsea,40.74371983,-73.99537986,Private room,150,2,1,10/26/14,0.4,2,365
552878,2717314,Paige & Ahnika,Brooklyn,Williamsburg,40.71384059,-73.96526448,Private room,225,1,11,11/1/14,0.4,1,365
3595944,18117979,Bree,Brooklyn,Williamsburg,40.71413084,-73.94155755,Private room,59,1,6,12/30/14,1.3,1,146
