id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,host_listing_count,availability_365
1069266,5867023,Michael,Manhattan,Midtown East,40.75685194,-73.96475423,Entire home/apt,160,3,62,12/17/14,3,1,322
1846722,2631556,Denise,Manhattan,Hamilton Heights,40.83059907,-73.94101428,Entire home/apt,105,1,22,12/29/14,1.8,2,348
2061725,4601412,Miao,Brooklyn,Bushwick,40.69218932,-73.92412,Private room,58,3,35,12/29/14,3.2,4,227
44974,198425,Sara,Manhattan,West Village,40.73475109,-74.00259246,Entire home/apt,185,10,26,10/30/14,0.5,1,274
4701675,22590025,Charles,Manhattan,Chelsea,40.74528161,-73.99783627,Entire home/apt,195,1,1,12/8/14,1,1,365
68914,343302,Price,Brooklyn,Carroll Gardens,40.6790599,-73.99473046,Entire home/apt,165,2,16,12/11/14,0.4,2,287
4832596,4148973,Francisco,Brooklyn,Bushwick,40.68442184,-73.90988221,Private room,80,1,0,,,1,364
2562510,13119459,Jordan,Manhattan,Chinatown,40.71931947,-73.99724679,Private room,120,2,0,,,1,273
3005360,4421803,Jen,Manhattan,East Village,40.72602241,-73.98641795,Entire home/apt,150,1,14,12/22/14,1.8,4,274
2431607,4973668,Gloria,Brooklyn,Bedford-Stuyvesant,40.68642018,-73.9344017,Shared room,40,4,10,9/2/14,1.3,4,335
1322641,2219808,Garth,Brooklyn,Fort Greene,40.68906208,-73.97790509,Entire home/apt,150,2,0,,,1,334
4833061,24879430,Dave,Brooklyn,Bushwick,40.68906438,-73.91614428,Private room,75,1,0,,,1,337
234327,652642,John,Manhattan,Midtown,40.75112878,-73.98534538,Shared room,80,3,7,11/4/14,0.2,25,365
2000287,10303472,Vaughn,Brooklyn,Crown Heights,40.6677904,-73.93678658,Private room,110,1,26,11/16/14,2.1,3,364
2525956,7365834,Sebastian,Manhattan,Times Square/Theatre District,40.76067918,-73.98444316,Entire home/apt,189,19,7,12/17/14,0.8,3,365
809929,4260203,Megan,Manhattan,West Village,40.73510923,-74.00182143,Entire home/apt,200,2,8,11/19/14,0.3,1,339
753622,869880,Cynthia K,Manhattan,East Village,40.73328538,-73.9843566,Private room,95,5,6,12/14/14,0.3,2,365
1781041,9348914,Danielle,Manhattan,Washington Heights,40.86227015,-73.9270169,Entire home/apt,125,1,2,6/10/14,0.1,1,365
4060165,1860033,Skylar,Manhattan,Washington Heights,40.84796614,-73.93046644,Shared room,35,7,6,12/19/14,1.8,3,365
4323940,4344968,Margie,Brooklyn,Crown Heights,40.67099719,-73.9581066,Entire home/apt,165,1,1,11/2/14,0.5,1,349
1832976,724988,Shelli,Manhattan,Financial District,40.70687933,-74.00548582,Private room,100,2,30,10/27/14,2.2,2,123
4218098,21892444,Francesca,Manhattan,Harlem,40.80652596,-73.95193601,Entire home/apt,110,2,2,10/21/14,0.7,1,191
4053471,3967335,Molly,Brooklyn,Greenpoint,40.72606714,-73.95102528,Private room,65,1,4,12/8/14,1.2,2,336
4831993,24873252,Samantha,Brooklyn,Bushwick,40.69863005,-73.9285374,Private room,200,1,0,,,1,2
2596813,13298061,George,Manhattan,Upper West Side,40.79932214,-73.96767927,Private room,150,2,11,10/16/14,1.2,1,332
4810267,9374970,Barrett,Manhattan,Chinatown,40.71812503,-73.99484809,Private room,300,1,0,,,1,2
312664,5926,Cin,Manhattan,Harlem,40.81316065,-73.94902419,Entire home/apt,255,1,33,12/1/14,1,10,324
4358437,22623725,Marlyn,Manhattan,East Harlem,40.80361525,-73.94079242,Private room,150,3,0,,,1,365
26229,64206,Mister,Manhattan,Greenwich Village,40.73400013,-73.99449085,Entire home/apt,299,5,37,11/16/14,0.7,1,353
2993952,2731014,Robert,Manhattan,Soho,40.72345022,-74.00325733,Entire home/apt,195,1,1,6/28/14,0.2,1,213
3414741,10451037,Owen,Manhattan,Civic Center,40.71117318,-74.00667598,Entire home/apt,365,2,1,9/13/14,0.3,1,347
4796066,19805631,Rod,Manhattan,Hell's Kitchen,40.76543852,-73.99463794,Private room,105,1,1,12/29/14,1,2,1
1006877,72062,Bruce,Manhattan,East Village,40.73021049,-73.98145037,Entire home/apt,225,1,13,10/29/14,0.7,10,364
798391,3381805,Jonathan,Manhattan,Hamilton Heights,40.82490946,-73.95137108,Private room,90,2,2,1/4/14,0.2,1,220
4594464,23815697,Amanda,Manhattan,Kips Bay,40.74009883,-73.97914504,Entire home/apt,150,1,0,,,1,283
3235070,14337132,Norva,Manhattan,Harlem,40.80117641,-73.95450999,Entire home/apt,125,2,3,11/30/14,1.1,1,6
2677222,13707331,Shelly,Manhattan,Harlem,40.81094295,-73.95097066,Private room,109,2,20,12/12/14,2.4,1,365
2309222,11791227,David,Manhattan,Chelsea,40.74139958,-73.99747325,Entire home/apt,400,1,0,,,1,311
244481,282089,Taka,Manhattan,Financial District,40.70654355,-74.00878387,Private room,99,3,1,11/7/11,0,1,365
2407196,5905011,Annette,Manhattan,Harlem,40.81904473,-73.94325286,Private room,89,2,27,11/3/14,3,1,270
4713297,24355708,Nicole,Manhattan,Noho,40.72633595,-73.99377219,Entire home/apt,250,1,0,,,1,360
4849849,24004927,Eli,Queens,Astoria,40.77245498,-73.91922627,Private room,80,2,0,,,1,89
4846095,22758010,Kim,Brooklyn,Bushwick,40.69928064,-73.92903403,Private room,65,5,0,,,1,2
4879165,25100279,Gal,Manhattan,Alphabet City,40.72371544,-73.98378124,Entire home/apt,100,1,0,,,1,349
3574160,4111729,Mich,Manhattan,Upper East Side,40.77968507,-73.9533856,Entire home/apt,250,1,4,12/8/14,0.9,4,360
783964,2347382,Lena & Ray,Queens,Astoria,40.75619433,-73.93004987,Private room,66,2,33,12/1/14,1.4,3,361
3283782,2269804,Katherine,Brooklyn,Bedford-Stuyvesant,40.69291683,-73.94824935,Entire home/apt,160,2,0,,,2,363
2769628,3464208,Vjeko,Manhattan,Hamilton Heights,40.82322106,-73.95576409,Private room,70,4,19,11/13/14,2.3,3,328
2568017,9113389,Stephon,Brooklyn,Bedford-Stuyvesant,40.69227781,-73.93093563,Private room,35,1,10,10/24/14,1.1,12,357
4719789,21328128,Patrick,Brooklyn,Bedford-Stuyvesant,40.69960612,-73.94069028,Private room,69,2,0,,,2,365
3595080,1606560,Zak,Manhattan,West Village,40.73636309,-74.00194059,Private room,125,3,3,11/16/14,0.8,1,365
4468759,23185254,Azumi,Manhattan,Hamilton Heights,40.82660106,-73.94592741,Private room,50,7,0,,,1,68
4791467,24695604,Gina,Queens,Ridgewood,40.7056668,-73.91600832,Private room,80,1,0,,,1,1
995373,5467851,Rebecca,Manhattan,Upper East Side,40.77322447,-73.95091014,Entire home/apt,199,3,37,11/11/14,1.8,1,87
4786187,11082113,Nat,Manhattan,Kips Bay,40.72919293,-73.97794438,Entire home/apt,250,1,0,,,2,0
3593884,3371804,Philip,Brooklyn,Williamsburg,40.7076077,-73.94266309,Entire home/apt,140,3,2,12/27/14,1.8,2,0
4329251,22478704,L Be,Brooklyn,Williamsburg,40.71332286,-73.93629172,Entire home/apt,149,3,2,12/22/14,1,1,122
2298170,6635885,Robert,Manhattan,Greenwich Village,40.7280078,-74.00094807,Entire home/apt,400,1,0,,,1,312
3674563,3699311,Alejandro,Manhattan,South Street Seaport,40.70776341,-74.00196747,Private room,150,1,0,,,1,365
1906230,6654717,Shahla,Brooklyn,Williamsburg,40.71317202,-73.93690763,Entire home/apt,275,7,3,3/17/14,0.2,1,1
857948,4431637,Rebecca,Manhattan,Upper West Side,40.79456326,-73.96828413,Private room,150,2,1,9/23/13,0.1,1,365
403666,101689,Sasha,Brooklyn,Park Slope,40.67660167,-73.98390418,Entire home/apt,139,6,1,8/19/12,0,1,272
1973503,616927,Joe,Manhattan,Tribeca,40.7160687,-74.00782339,Entire home/apt,275,3,5,12/15/14,0.5,1,285
843499,350553,Stav,Manhattan,Harlem,40.81289807,-73.95213176,Private room,60,3,3,10/20/14,0.2,1,298
111308,97476,Sebastian,Brooklyn,Williamsburg,40.70892155,-73.96097463,Private room,60,4,71,12/11/14,1.7,1,353
2842403,14538812,Joshua,Manhattan,Harlem,40.81333633,-73.94587011,Private room,60,2,16,12/14/14,3.1,1,87
2056723,9215509,Jj,Brooklyn,Clinton Hill,40.68915093,-73.96535848,Entire home/apt,150,1,14,10/30/14,1.5,5,365
2289259,11693793,Jessica,Manhattan,Upper West Side,40.77728737,-73.98097763,Entire home/apt,250,1,0,,,1,314
4332961,1153352,Evan,Manhattan,Lower East Side,40.7199267,-73.98919368,Entire home/apt,145,2,4,12/30/14,2.4,1,358
1846580,9646158,Frederick,Brooklyn,Park Slope,40.66878586,-73.98226159,Private room,65,2,27,12/2/14,2.3,1,361
67145,330660,J2,Manhattan,Chelsea,40.74684398,-74.00205523,Private room,125,3,17,8/12/14,0.4,1,78
67272,331589,Melissa,Brooklyn,Boerum Hill,40.68208287,-73.98614377,Entire home/apt,130,2,41,12/21/14,0.9,1,1
3540734,1096057,Marielle,Manhattan,Flatiron District,40.73972574,-73.98945956,Entire home/apt,350,2,0,,,1,365
3344643,921046,Anne + Daniel,Manhattan,Nolita,40.72437725,-73.99647351,Entire home/apt,225,2,4,10/14/14,1,1,274
1509665,4132505,Adam,Manhattan,Greenwich Village,40.73230575,-73.99672089,Entire home/apt,219,1,17,10/19/14,1.1,2,107
2351967,12010916,Andrew,Manhattan,Chelsea,40.74389823,-74.00197266,Entire home/apt,209,2,6,11/11/14,0.9,1,229
511887,1264213,Flo,Manhattan,Lower East Side,40.72218018,-73.98432975,Entire home/apt,250,5,2,7/16/12,0.1,1,364
265626,1392974,Patrick,Manhattan,Soho,40.72193995,-74.00095429,Entire home/apt,200,1,37,12/16/14,1,1,363
45134,199330,Purva,Manhattan,Upper West Side,40.80151571,-73.9586226,Entire home/apt,149,3,36,5/1/12,0.7,1,0
2391094,12213079,Melissa,Manhattan,Upper East Side,40.77732814,-73.9519571,Entire home/apt,150,1,0,,,1,62
752699,599076,Stephanie,Brooklyn,Bushwick,40.70471893,-73.92130977,Private room,250,1,2,4/12/13,0.1,5,363
3883866,20082466,Ramtin,Manhattan,Morningside Heights,40.81414553,-73.96051433,Private room,50,1,0,,,1,307
1018769,5608267,Shannon,Brooklyn,Clinton Hill,40.6921529,-73.9598921,Private room,60,2,27,12/8/14,1.5,1,343
840989,2702260,Latasha,Manhattan,Harlem,40.79864744,-73.95405242,Private room,65,7,20,9/15/14,1,1,362
949455,3881311,Jeanann,Brooklyn,Williamsburg,40.7105862,-73.94782826,Private room,95,3,44,12/17/14,2,2,246
1456565,1386519,David,Manhattan,Chelsea,40.7479741,-73.99302396,Private room,200,2,8,11/3/14,1,1,259
4516565,9396478,Tatyana,Manhattan,Upper East Side,40.77487457,-73.95026251,Entire home/apt,150,1,0,,,1,338
2318157,6781477,Joseph,Brooklyn,Bedford-Stuyvesant,40.69177597,-73.93229773,Entire home/apt,95,1,37,12/30/14,3.5,3,363
672616,3411265,Litsa,Manhattan,Upper West Side,40.7831962,-73.97784602,Entire home/apt,195,5,3,6/28/14,0.1,1,118
4250746,22057975,Kevin,Brooklyn,Bushwick,40.69271083,-73.92535011,Entire home/apt,170,3,5,12/14/14,1.9,1,364
3419800,17173536,Andrew,Manhattan,Gramercy Park,40.73498979,-73.98032377,Private room,100,1,0,,,1,164
531208,2495836,Sofia,Brooklyn,Williamsburg,40.70762077,-73.96763822,Entire home/apt,450,2,11,7/8/14,0.4,1,355
1346501,3218639,Allie + Matt,Manhattan,West Village,40.73303812,-74.00478644,Entire home/apt,300,1,2,1/7/14,0.1,1,224
3457987,17426845,Candice,Manhattan,East Village,40.73101615,-73.9931823,Entire home/apt,369,2,4,12/8/14,0.9,1,365
560075,2753545,Michelle,Manhattan,Murray Hill,40.74825354,-73.97154998,Private room,118,1,12,12/4/14,0.4,3,365
3849812,5080439,Judith,Manhattan,Harlem,40.8249946,-73.94238358,Private room,80,1,4,10/25/14,1.3,1,365
4595519,10575875,Mailys,Manhattan,Noho,40.72800965,-73.99144523,Entire home/apt,149,3,0,,,1,44
799319,838848,Sarah,Brooklyn,Fort Greene,40.69075031,-73.97192375,Entire home/apt,133,1,30,12/18/14,1.2,1,365
335778,1708922,Molly,Brooklyn,Greenpoint,40.72547998,-73.9461794,Entire home/apt,169,1,6,9/27/14,0.4,1,284
54486,255748,Michelle,Brooklyn,Crown Heights,40.6729217,-73.91307535,Private room,50,2,54,11/19/14,1.1,3,274
729214,3787592,Neil,Brooklyn,Greenpoint,40.72649204,-73.95519709,Entire home/apt,142,5,5,11/6/14,0.2,1,351
4585985,8623519,Sophie,Brooklyn,Williamsburg,40.71575479,-73.95573829,Private room,85,1,1,12/26/14,1,1,28
1198681,5424141,Wendy,Manhattan,Harlem,40.80500437,-73.94483503,Entire home/apt,125,7,3,12/10/14,0.2,1,346
144428,700008,Brandon,Manhattan,Midtown East,40.75444261,-73.96906688,Entire home/apt,175,2,36,12/18/14,0.9,1,331
1313258,2454614,Tom,Brooklyn,Williamsburg,40.71134392,-73.96052811,Private room,85,3,33,11/17/14,1.9,1,365
4582817,3577565,Achiya,Manhattan,Upper West Side,40.78942979,-73.97898774,Entire home/apt,140,3,0,,,1,23
1979502,10124527,Matty,Manhattan,Harlem,40.81091778,-73.94073536,Entire home/apt,195,3,1,1/3/14,0.1,1,365
449680,1812871,Karen,Bronx,Longwood,40.81610845,-73.89909446,Entire home/apt,120,3,23,12/8/14,0.8,1,363
4840594,24911114,Ruben,Brooklyn,Bay Ridge,40.63708664,-74.02527395,Private room,99,1,0,,,1,277
1960489,4087416,Julian,Brooklyn,Williamsburg,40.71287167,-73.96433632,Private room,100,1,32,12/30/14,2.4,8,310
2694583,5592626,Brianne,Brooklyn,Bushwick,40.69774736,-73.93389232,Entire home/apt,85,2,3,12/17/14,1.1,1,347
4808316,807190,Elisa,Brooklyn,Crown Heights,40.67433783,-73.9546141,Private room,40,3,0,,,1,219
1193712,6281034,Venera,Brooklyn,Williamsburg,40.71143959,-73.96160924,Private room,110,1,21,12/17/14,1.3,2,294
130640,643114,Manuel,Manhattan,Harlem,40.8044212,-73.95238609,Entire home/apt,117,3,2,1/6/14,0.1,1,346
2198554,11215365,Ashley,Brooklyn,Boerum Hill,40.68613409,-73.98126589,Entire home/apt,145,1,6,9/14/14,0.7,1,363
1655824,5942292,Monique,Brooklyn,Bedford-Stuyvesant,40.68193714,-73.94067866,Entire home/apt,75,3,5,11/3/14,0.3,4,365
2907668,2971534,Ramiro,Manhattan,Murray Hill,40.7474812,-73.98239466,Entire home/apt,445,1,16,12/16/14,2.1,4,359
16089,656594,C,Manhattan,Upper East Side,40.7694072,-73.95049759,Entire home/apt,99,1,99,11/22/14,1.7,1,284
384058,1507558,Ed,Manhattan,Lower East Side,40.71879473,-73.9895761,Private room,150,3,9,3/1/14,0.3,2,365
3798625,15578446,Michael,Brooklyn,Brighton Beach,40.58042461,-73.96015422,Entire home/apt,149,1,0,,,1,329
221421,59172,Paulina,Manhattan,Harlem,40.80093343,-73.9547903,Private room,85,7,11,7/26/12,0.3,5,365
2547067,7558447,Diana,Manhattan,Washington Heights,40.86543936,-73.92619426,Entire home/apt,90,2,8,11/12/14,0.9,2,359
1964864,3029564,Carri,Brooklyn,Park Slope,40.6680139,-73.98464529,Entire home/apt,110,2,3,12/26/14,1.9,1,154
1115381,6121678,Kamala,Brooklyn,Park Slope,40.67770907,-73.98152219,Private room,70,2,0,,,1,21
4549951,23590420,Ashton,Queens,Long Island City,40.74829995,-73.94799179,Entire home/apt,80,1,1,12/26/14,1,1,22
4846600,23273183,Laura,Brooklyn,Bushwick,40.69901111,-73.93308655,Entire home/apt,86,6,0,,,1,42
2192512,588270,Dikla,Brooklyn,DUMBO,40.70215559,-73.98802023,Entire home/apt,189,2,1,11/2/14,0.5,2,39
1806378,1929442,Claudia And Leo,Brooklyn,Fort Greene,40.68585325,-73.97016479,Entire home/apt,280,2,12,6/10/14,0.9,3,268
4868464,25042719,Brooklyn,Brooklyn,Gowanus,40.67183897,-73.99144157,Shared room,39,1,0,,,1,4
2248368,1819355,Hernan Mauricio,Queens,Rego Park,40.72595532,-73.8579586,Private room,65,1,18,12/25/14,2.6,1,336
3170279,16079802,Anna,Manhattan,Chelsea,40.74846369,-74.00031386,Entire home/apt,230,3,0,,,1,365
485026,2400932,Keely,Brooklyn,Gowanus,40.67858307,-73.98537418,Private room,70,1,17,6/30/14,0.6,2,364
583352,2423042,Nitin,Manhattan,Alphabet City,40.72304199,-73.97923441,Entire home/apt,120,21,5,6/20/13,0.2,1,0
52294,241678,Vivi,Manhattan,Lower East Side,40.71540304,-73.991268,Entire home/apt,155,5,70,12/12/14,1.4,1,29
1283569,6982832,Stephen & Nina,Manhattan,Upper West Side,40.77612005,-73.98257184,Entire home/apt,220,4,43,12/19/14,2.5,1,333
682122,3475005,Yolanda,Brooklyn,Flatlands,40.61406003,-73.92406065,Entire home/apt,84,2,76,12/15/14,2.7,2,355
2932141,4519429,Heather,Manhattan,Hell's Kitchen,40.76704118,-73.98663953,Entire home/apt,199,1,3,12/7/14,1.1,1,220
2044189,10407636,Jenifer,Brooklyn,Bedford-Stuyvesant,40.6863685,-73.94191825,Entire home/apt,110,2,2,12/2/14,0.3,1,194
4453406,3009718,Jamila,Brooklyn,Bedford-Stuyvesant,40.68514929,-73.95712987,Entire home/apt,199,3,0,,,2,365
4518946,23427949,Torri,Manhattan,Kips Bay,40.73795156,-73.97849936,Private room,125,7,0,,,1,365
260635,1367354,Nikki,Manhattan,Harlem,40.81453854,-73.94839202,Entire home/apt,100,2,31,12/5/14,0.8,1,364
260672,1360296,Daniela,Brooklyn,East New York,40.6768044,-73.89067134,Private room,45,5,28,11/1/14,0.7,3,308
587740,2899508,Tom & Jennifer,Manhattan,Soho,40.72371772,-74.00276736,Entire home/apt,199,20,5,10/21/13,0.2,1,277
1644146,1338262,Rachel,Brooklyn,Boerum Hill,40.68468155,-73.99145245,Entire home/apt,150,3,35,11/17/14,2.2,1,355
2889379,14766787,Patricia,Brooklyn,Bushwick,40.69133688,-73.90579996,Private room,50,1,0,,,1,225
273256,1429642,Delia,Manhattan,East Harlem,40.79793032,-73.93611952,Private room,200,6,0,,,1,365
4798902,17057882,Wanmeng,Manhattan,East Village,40.73263325,-73.98973632,Private room,88,1,0,,,1,243
2686825,13753825,Brigitte,Manhattan,West Village,40.73352624,-74.0047484,Entire home/apt,160,1,3,10/17/14,0.4,1,187
602453,2316922,Nat,Brooklyn,Park Slope,40.66413014,-73.97803073,Private room,85,4,11,11/9/14,1.5,1,354
1637821,573909,Kathryn And Chloe,Brooklyn,Bedford-Stuyvesant,40.69277714,-73.93697204,Private room,70,5,48,12/10/14,3.1,1,14
445700,1684592,Edwin,Manhattan,Tribeca,40.71605239,-74.00523428,Entire home/apt,170,1,29,12/20/14,0.9,1,176
4566308,62345,Jaye,Manhattan,Hell's Kitchen,40.76526769,-73.98866384,Private room,108,2,2,12/30/14,2,2,365
1657110,8315861,Jonathan,Manhattan,West Village,40.73512869,-74.00415648,Entire home/apt,295,3,24,12/16/14,1.6,1,239
3866715,5735837,Thomas,Manhattan,Chelsea,40.74709903,-73.99470335,Private room,320,1,0,,,2,365
1355451,7356136,Dane,Manhattan,Washington Heights,40.84184975,-73.93737345,Entire home/apt,125,5,11,10/5/14,0.7,1,359
531091,1787284,Dragan,Queens,Astoria,40.75532218,-73.91603246,Entire home/apt,99,2,100,12/29/14,3.7,1,317
775362,2051125,Wayne,Brooklyn,Williamsburg,40.7069533,-73.9560696,Private room,55,10,0,,,1,336
1864757,194918,Mark,Manhattan,Upper East Side,40.77924244,-73.9555954,Entire home/apt,550,3,6,6/23/14,0.5,1,357
209287,63394,Oscar,Manhattan,Chelsea,40.74687821,-74.00168934,Shared room,98,4,27,12/6/14,0.7,2,365
4587845,23774810,E,Bronx,Kingsbridge,40.88622677,-73.90406044,Private room,50,1,0,,,1,364
3422670,17251787,Sam,Manhattan,Chelsea,40.74262809,-74.00428477,Private room,150,4,0,,,1,165
2235999,11415824,Allison,Manhattan,Harlem,40.80908371,-73.94221663,Entire home/apt,1200,1,0,,,1,323
3415648,1216641,Paige,Manhattan,West Village,40.73435221,-74.00798589,Entire home/apt,189,1,3,10/14/14,0.5,1,252
3939974,10729258,Alexey,Manhattan,Hell's Kitchen,40.75831835,-73.9900318,Private room,120,4,1,10/28/14,0.4,2,164
597650,2648341,Jackie,Manhattan,West Village,40.7320653,-74.00219514,Entire home/apt,250,3,3,8/28/12,0.1,1,168
1906454,9889178,Russell,Manhattan,Kips Bay,40.7402482,-73.97730567,Entire home/apt,175,7,0,,,1,365
268549,1378790,Linlin,Manhattan,Alphabet City,40.7256377,-73.98241149,Private room,65,3,38,12/10/14,1.1,1,365
4529821,9830394,Vanessa,Brooklyn,Crown Heights,40.67640973,-73.95161521,Entire home/apt,250,3,0,,,3,355
209380,1031630,Breanna,Manhattan,Chinatown,40.71983034,-73.99553426,Private room,95,1,77,12/10/14,2,1,181
14983,58979,Jennifer,Manhattan,Chelsea,40.74361162,-73.99945868,Private room,165,3,23,11/7/14,0.4,1,363
4799119,24727907,Chris,Queens,Astoria,40.7634339,-73.92302201,Entire home/apt,105,1,0,,,1,338
471845,2220859,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,40.68229049,-73.94286642,Private room,120,1,3,9/1/13,0.1,1,363
14374,2339,Dimitri,Manhattan,Alphabet City,40.72207128,-73.98396256,Entire home/apt,270,3,72,11/17/14,2.1,2,330
4644073,17462748,Steven,Brooklyn,Bushwick,40.68811168,-73.91316139,Entire home/apt,285,3,0,,,9,347
2693522,13785793,Gordon,Manhattan,Lower East Side,40.71628404,-73.99077591,Private room,175,1,0,,,1,365
596391,2948491,Ananthan,Manhattan,Chelsea,40.74748333,-74.00570485,Entire home/apt,219,4,10,12/9/14,0.3,1,365
4250858,10027131,Alexey,Brooklyn,Midwood,40.61535576,-73.9533768,Shared room,33,1,0,,,23,365
4250876,10027131,Alexey,Brooklyn,Midwood,40.61541865,-73.95365349,Shared room,33,1,1,12/4/14,1,23,362
4135645,19010261,Geo,Manhattan,Alphabet City,40.72834109,-73.9775578,Private room,97,1,22,1/1/15,7.3,1,327
4334007,2470739,Sarah,Manhattan,East Village,40.72855813,-73.98720616,Entire home/apt,349,2,11,12/27/14,4.6,1,330
2307298,11784239,Mateo,Brooklyn,Williamsburg,40.71270909,-73.96653814,Private room,1400,1,0,,,1,311
4530634,23490070,Devon,Brooklyn,Carroll Gardens,40.68195939,-74.00327336,Private room,50,1,0,,,1,43
4351347,21558200,Mark,Bronx,Wakefield,40.89298079,-73.86232416,Entire home/apt,195,1,0,,,1,365
2252990,11506263,Matt,Manhattan,Kips Bay,40.74382485,-73.9812914,Entire home/apt,800,1,0,,,1,320
2308854,11790396,Naleye,Manhattan,Alphabet City,40.72638489,-73.98225494,Entire home/apt,175,3,4,8/19/14,0.4,1,362
2308799,11790373,James,Manhattan,Hell's Kitchen,40.75979539,-73.9969873,Entire home/apt,1000,1,0,,,1,311
4546312,18065544,Nate,Brooklyn,Williamsburg,40.70661058,-73.9413427,Entire home/apt,450,1,0,,,4,258
1546018,8238819,Shana And Eric,Brooklyn,Greenpoint,40.73306102,-73.95416051,Private room,83,1,26,12/22/14,1.9,1,343
1788553,6465636,Andrew,Brooklyn,Downtown Brooklyn,40.69455942,-73.98456618,Entire home/apt,200,3,4,12/10/14,0.3,1,362
1301836,7068873,Rassan And Laurel,Manhattan,Soho,40.72817034,-74.00040534,Entire home/apt,220,1,6,9/15/14,0.3,1,282
855150,4467358,Lola,Manhattan,Soho,40.7247796,-74.00070211,Entire home/apt,275,1,42,12/15/14,1.9,1,355
585300,1267021,Sharma,Queens,Jackson Heights,40.75061878,-73.89398915,Private room,79,3,4,10/4/14,0.1,5,365
4607490,4158694,Alexander,Manhattan,Lower East Side,40.71943523,-73.9862322,Entire home/apt,96,1,0,,,2,305
694066,2408226,Adam,Manhattan,Hell's Kitchen,40.75980706,-73.99287698,Entire home/apt,250,1,58,12/9/14,2.1,1,358
871973,1040156,Ms.Altyn,Brooklyn,Bushwick,40.69753844,-73.93041369,Private room,70,2,6,1/1/15,0.4,2,365
2552580,13068709,Jason,Manhattan,Midtown East,40.75374398,-73.97506188,Entire home/apt,159,3,26,12/4/14,2.7,1,334
4058949,7831209,Gus,Manhattan,East Harlem,40.80616844,-73.93867686,Private room,45,1,8,12/28/14,2.3,8,359
272353,1425449,Lenie,Manhattan,Kips Bay,40.74233579,-73.98028218,Entire home/apt,199,1,60,12/18/14,1.6,1,267
255024,1340007,Roger,Brooklyn,Bushwick,40.70270853,-73.91565615,Entire home/apt,220,1,42,12/23/14,3.7,2,323
4813392,5166525,Alessandra,Manhattan,Kips Bay,40.73883683,-73.98025785,Entire home/apt,157,4,0,,,1,8
2400642,12266406,Olga,Queens,Astoria,40.76249468,-73.92729422,Entire home/apt,149,1,19,9/29/14,1.9,1,92
1865619,9727681,Nate,Manhattan,Flatiron District,40.74332054,-73.98940689,Entire home/apt,850,3,4,6/23/14,0.3,1,92
1487222,1308282,Sam,Brooklyn,Crown Heights,40.6783836,-73.95549193,Entire home/apt,197,4,9,9/28/14,0.6,2,337
41679,182119,Kaitlin & Dave,Manhattan,East Village,40.72424353,-73.98980615,Entire home/apt,159,5,107,12/7/14,2,1,281
3449264,17384869,John,Manhattan,East Village,40.72715359,-73.990074,Entire home/apt,169,1,15,12/11/14,2.7,4,352
592744,1581627,Mark,Brooklyn,Williamsburg,40.71365056,-73.96690681,Entire home/apt,225,6,5,11/10/14,0.3,1,335
4712117,23890748,Huaqin,Queens,Sunnyside,40.73694825,-73.92388886,Private room,58,2,0,,,2,364
2723179,13935516,Natalie,Brooklyn,Bushwick,40.68555139,-73.90155867,Private room,55,2,11,10/26/14,1.7,1,90
4876404,507527,Max,Queens,Long Island City,40.74461156,-73.95910394,Entire home/apt,120,3,0,,,1,316
3673064,18013620,Aaron,Queens,Astoria,40.777597,-73.92011463,Entire home/apt,110,1,2,8/11/14,0.4,1,138
4734181,614930,David,Manhattan,Alphabet City,40.72618885,-73.97730664,Entire home/apt,89,6,0,,,1,9
4737587,19450004,Arwa,Queens,Astoria,40.77228378,-73.9148924,Private room,68,1,0,,,1,365
2738412,1821541,Mae,Brooklyn,Williamsburg,40.71452323,-73.94629754,Entire home/apt,100,10,0,,,1,216
826307,4192794,Anna,Staten Island,West Brighton,40.63131646,-74.08799089,Private room,47,1,10,11/1/14,0.5,1,307
790018,2156913,Oz,Queens,Astoria,40.76498131,-73.91951332,Private room,85,3,2,1/26/13,0.1,13,365
1995400,4081225,Alanna,Manhattan,Hell's Kitchen,40.76695833,-73.98751957,Entire home/apt,175,1,3,6/1/14,0.2,1,310
1412552,7615095,Susan,Brooklyn,Park Slope,40.67257778,-73.97216991,Entire home/apt,135,7,1,8/24/14,0.2,1,141
369411,179679,Ginger,Brooklyn,Williamsburg,40.7114803,-73.95573261,Private room,100,2,86,12/28/14,2.8,2,338
866951,324652,Peter,Manhattan,West Village,40.73128899,-74.00464327,Private room,149,3,2,9/29/14,0.3,1,169
3572178,3969287,Julien,Brooklyn,Bedford-Stuyvesant,40.68695551,-73.9439092,Private room,100,1,0,,,1,125
4886058,23787819,Rosie,Manhattan,Midtown East,40.75363994,-73.97186233,Private room,999,1,0,,,3,365
757294,3332129,Erik B,Brooklyn,Red Hook,40.67927091,-74.01329693,Shared room,95,2,1,8/29/13,0.1,1,365
542182,2666291,Matthew,Manhattan,Harlem,40.80360175,-73.9573344,Private room,89,1,0,,,1,362
3032641,15447043,Elnaz,Manhattan,Chelsea,40.74142145,-74.00253787,Entire home/apt,350,2,10,12/15/14,1.4,1,365
